id,text,Anger,Fear,Joy,Sadness,Surprise
eng_train_track_b_02062,"We all went back to the ship, but Mats made me go to the local hospital to check out my heart ( that's an order! )",0,2,0,0,0
eng_train_track_b_02063,Just helping a kid.,0,0,1,0,0
eng_train_track_b_02064,She was promptly dumped.,0,0,0,1,0
eng_train_track_b_02065,Charlie was so crazy!,0,0,1,0,1
eng_train_track_b_02066,"**Elderly man**: Well, there's a lot of them colored folks working there, and I just didn't feel safe leaving it with them.",3,2,0,1,0
eng_train_track_b_02067,"The air is so clear it stings my lungs, which have for months been choked by dust and diesel from the streets of Kabul.",0,2,0,0,0
eng_train_track_b_02068,My brain's dead weight I'm tryin to get my head straight but I can't figure out which Cheerleader i wan na impregnate.,0,2,0,1,0
eng_train_track_b_02069,"I get cramps and aches in my shoulders when I'm even minutely out of position, just imagine what it's going to be like with a completely different seating system, not to mention an entirely new drive mechanism.",0,2,0,0,0
eng_train_track_b_02070,I'll explain myself...,0,1,0,0,0
eng_train_track_b_02071,#NAME?,0,0,0,0,2
eng_train_track_b_02072,I slowed down when I came to a fairly well known speed trap in my town.,0,1,0,0,0
eng_train_track_b_02073,"Right now I am doing the pain killers, and quad exercises, with the proviso that we keep a close eye on the damage already done to my knee.",0,2,0,0,0
eng_train_track_b_02074,My back started aching.,0,1,0,0,0
eng_train_track_b_02075,My heart sank.,0,0,0,3,0
eng_train_track_b_02076,**I have an amazing I-called-that sports story that defies explanation.,0,0,3,0,2
eng_train_track_b_02077,I roomed on my own for the rest of the term.,0,0,0,1,0
eng_train_track_b_02078,It frames my face and makes me look rather clownish.,0,0,0,1,0
eng_train_track_b_02079,It's pretty crazy thinking of the random chance of us never meeting.,0,0,1,0,2
eng_train_track_b_02080,A week later he had a girlfriend.,0,0,1,1,1
eng_train_track_b_02081,i told myself i can't buy anything yet my hand just cant stop me for buying.,0,1,0,0,0
eng_train_track_b_02082,Then buy a farm.,0,0,1,0,0
eng_train_track_b_02083,"I would be about 10 maybe, anyway i was out with my mom , dad and sister.",0,0,1,0,0
eng_train_track_b_02084,"In my head I just said, ""this is going to end badly.",0,3,0,1,0
eng_train_track_b_02085,Hence the goofy grin on my face.,0,0,2,0,0
eng_train_track_b_02086,"Satan said to him, ""God will do everything in His power to destroy you.",1,3,0,1,1
eng_train_track_b_02087,"Alas, I still can't go swimming because my hands can't be wet for a while without being stupid But I can wade?",0,0,1,1,0
eng_train_track_b_02088,I have a ton of stitches in my mouth.,0,1,0,1,0
eng_train_track_b_02089,In a car crash.,0,2,0,1,1
eng_train_track_b_02090,"I have incredibly pale skin, poor circulation in my lips, and blonde eyebrows and eyelashes.",0,0,0,0,0
eng_train_track_b_02091,A journey into my world ( or at least into my brain. ),0,0,0,0,1
eng_train_track_b_02092,I've been having kind of a really rough week and I'm so glad that some of my pals have my back.,0,0,1,1,0
eng_train_track_b_02093,"Anyway, a dream glitch?",0,1,0,0,1
eng_train_track_b_02094,"I got my first raspberry from a crowd surfer falling and my face hitting the monitor, battle wounds.",0,1,0,1,1
eng_train_track_b_02095,None of us did.,0,0,0,0,0
eng_train_track_b_02096,ugh so today i found out that some people have been talking shit abou tme behind my back.,3,1,0,1,1
eng_train_track_b_02097,i think ) into my skin to make the wound bigger then squeezed everything out.,0,1,0,1,0
eng_train_track_b_02098,"It's going to suck worse when I'm barefoot in the kitchen in two months and a piece of glass I overlooked is going to unearth itself and stick into the bottom of my foot, like that one time.",0,2,0,0,0
eng_train_track_b_02099,Over two hours gone.,0,1,0,1,1
eng_train_track_b_02100,One time my aunt was sitting on her front porch in her bare feet and she felt a lick.,0,1,0,0,2
eng_train_track_b_02101,Well one time he actually fell asleep (foot still on gas pedal) and I was actually steering the truck for a few good miles.,0,3,0,0,2
eng_train_track_b_02102,"We didn't swing, we just rested and enjoyed the weather.",0,0,2,0,0
eng_train_track_b_02103,"I shrugged, my eyes on the TV.",0,0,0,0,0
eng_train_track_b_02104,I just realized that I have stitches in my mouth.,0,1,0,0,0
eng_train_track_b_02105,"It was so beautiful; I felt tears of joy run down my face... Five years after World War II ended, Washi and I are at Pearl Harbor for a very special day.",0,0,3,0,0
eng_train_track_b_02106,"Finally facing life responsibilities again, but my head still was on vacation.",0,1,0,0,0
eng_train_track_b_02107,"I said, closing my eyes tightly.",0,2,0,0,0
eng_train_track_b_02108,Started out with me having a migraine and once I got the pain to go away it still was messing with my brain.,0,2,0,1,0
eng_train_track_b_02109,Then again but harder.,0,0,0,0,0
eng_train_track_b_02110,""" and burst out laughing.",0,0,3,0,1
eng_train_track_b_02111,"I hit it again, another familiar value came up.",0,0,1,0,1
eng_train_track_b_02112,My ex boyfriend has been texting me every single day for a month continuously.,1,2,0,1,1
eng_train_track_b_02113,"WANTED to go more like 13, but my heel was a little sore from last weeks `` heavier '' mileage, so I did the smart thing ( I think ) and cut it short.",0,1,0,0,0
eng_train_track_b_02114,and I nodded my head.,0,0,0,0,0
eng_train_track_b_02115,"On the second block, it hit me.",0,2,0,0,2
eng_train_track_b_02116,The most solid relationship in my whole life started with Zelda and Mario!,0,0,3,0,1
eng_train_track_b_02117,I cannot stay here.,1,2,0,1,0
eng_train_track_b_02118,"It didn't hurt at the time, but I was getting a headache and my head started feeling really heavy!",0,2,0,1,0
eng_train_track_b_02119,"I'm still feeling woozy, it's hard to type because my muscles are not cooperating with me.",0,2,0,0,0
eng_train_track_b_02120,"So i walk up to the doctor, shake his hand, then inject him with the killing sauce he just gave to me from my freshly filled needle.",2,2,0,0,0
eng_train_track_b_02121,so I'm stir my heart for Europe travel.,0,0,2,0,0
eng_train_track_b_02122,On the way out I banged my head against the gate.,1,1,0,0,1
eng_train_track_b_02123,My last relationship ended pretty mutually...and I really tried to maintain the friendship.,0,0,1,1,0
eng_train_track_b_02124,"I'm that forgotten tear That forgot to fall Yet lingers on my cheek Brush it away And it's still there Lick it up, And feel it burn your throat, Stripping it red raw.",0,2,0,3,0
eng_train_track_b_02125,All at once we play.,0,0,1,0,0
eng_train_track_b_02126,I actually started to look forward to that because of the flying sensation.,0,0,2,0,0
eng_train_track_b_02127,"I spent the night in my room, then went to bed.",0,0,0,0,0
eng_train_track_b_02128,I sleep facing away from my door.,0,2,0,0,0
eng_train_track_b_02129,i'm going to meet your sister.,0,1,1,0,0
eng_train_track_b_02130,My nose stung and I could see my breath.,0,1,0,0,0
eng_train_track_b_02131,He notes that he is disgruntled about the lack of pirate music.,1,0,0,0,0
eng_train_track_b_02132,"I tilted my head to the side and smiled, `` I know you are.",0,0,1,0,0
eng_train_track_b_02133,"In the past, whenever I've gained weight, it went straight to my hips.",0,0,0,0,0
eng_train_track_b_02134,"To be frank, lens and makeup really succeeded at enlarging my eyes in spite of the grotesque focus of my vision.",0,0,1,0,1
eng_train_track_b_02135,"I drain the last of my beer and the wrap my arms around my bent legs, resting my chin on one knee.",0,0,0,1,0
eng_train_track_b_02136,"I reluctantly take my head off the death machine and turn around to find none other then Jill Nevins sitting some 10 yards behind me, enjoying lunch on the other side of the fence.",0,1,0,0,1
eng_train_track_b_02137,I had two in a row.,0,0,0,0,0
eng_train_track_b_02138,He always assumed he was hallucinating or just going crazy.,0,3,0,1,0
eng_train_track_b_02139,red nails for my foot and pink base plus white coat on the tip!i hope the polish stay as long as possible but my nails are one kind.,0,0,1,0,0
eng_train_track_b_02140,I just didn't see the reason to sit there with a cookie on my nose.,0,0,0,0,0
eng_train_track_b_02141,By the time we landed in Paris ( and for the next 3 weeks ) that is the only song I had in my head.,0,0,0,0,0
eng_train_track_b_02142,Isn't that... Oh I don't know... Against the Bill of Rights?,1,1,0,0,1
eng_train_track_b_02143,""" The other boy clarified, ""Sorry about him.",0,1,0,0,0
eng_train_track_b_02144,The slight cardio made my lungs burn with pain.,0,1,0,0,0
eng_train_track_b_02145,Especially when you don't know the circumstance.,0,2,0,0,1
eng_train_track_b_02146,My face hurt from laughing so much!,0,0,3,0,0
eng_train_track_b_02147,She though she could sneak one out..... ended up dripping poop throughout the department store.,0,1,1,0,2
eng_train_track_b_02148,Put your ray gun to my heeeeeead!,0,2,0,0,1
eng_train_track_b_02149,No one was there.,0,2,0,1,1
eng_train_track_b_02150,"I was okay, though it was hot when it landed at on my arm.",0,0,0,0,0
eng_train_track_b_02151,Every boarding school has some odd tradition or skill students must undertake before graduation.,0,0,0,0,1
eng_train_track_b_02152,As I walked through the waiting area I could not believe my eyes at what I saw.,0,0,0,0,3
eng_train_track_b_02153,"As I got close to it, I realized that my handlebars were not going to fit, but it was too late to stop or turn.",0,2,0,0,1
eng_train_track_b_02154,I'm in the barn all day 6 days a week doing a job that keeps me on my feet and moving for the entire time I'm there.,0,1,0,0,0
eng_train_track_b_02155,"I'm frozen for a few moments, Tears welling to my eyes as I try to squash the emotions.",0,1,0,3,0
eng_train_track_b_02156,Fast forward a year to beginning of hs this year .,0,0,0,0,1
eng_train_track_b_02157,"Jeff got in the tub with me at some point and was also rubbing my back and such, as most of my labor was in my lower back.",0,2,0,1,0
eng_train_track_b_02158,But regardless of that... I know something is wrong in my head.,0,2,0,2,0
eng_train_track_b_02159,I tried to keep my hands washed and be very careful around the kids.,0,1,0,0,0
eng_train_track_b_02160,"Still had sex with her, though.",0,0,1,0,0
eng_train_track_b_02161,I make it a habit of sitting with my back facing a wall so I could see everything and everyone.,0,1,0,0,0
eng_train_track_b_02162,I was at a large rock festival.,0,0,1,0,0
eng_train_track_b_02163,It was through a dream that she learned that his last living thoughts were of her.,0,0,1,2,1
eng_train_track_b_02164,"After entering the park, I started running ( slowly ) again and managed to run ( slowly ) across the finish where a very young ( and very cute ) teenage boy put a medal around my neck.",0,0,2,0,0
eng_train_track_b_02165,"Finding them, I whipped one out and put it in my ear, swabbing.",0,0,0,0,0
eng_train_track_b_02166,"Still, I weathered those personal storms, and now I'm feeling such a brilliant, warm upsurge of energy that it brings tears to my eyes.",0,0,2,0,0
eng_train_track_b_02167,Probably shaved 30 minutes or more of stop and go traffic.,0,0,1,0,0
eng_train_track_b_02168,"I reach down and run my fingers all over the slippery little roundness, feel it lean away and there is no shoulder dystocia, the neck is free and no cord.",0,1,0,0,0
eng_train_track_b_02169,"I wake from my coma, sleep crusting my eyes.",0,1,0,0,0
eng_train_track_b_02170,One day I was searching through my drawers in my room and I found a cassette tape of Babar the elephant.,0,0,1,0,1
eng_train_track_b_02171,When I walked into recovery my heart was pounding.,0,2,0,0,0
eng_train_track_b_02172,It smells divine-citrus and sandalwood-and helps me fool myself into thinking that my hands aren't aging badly.,0,0,1,1,0
eng_train_track_b_02173,If the noise hurt *your* ears then it must have really hurt theirs.,0,2,0,0,0
eng_train_track_b_02174,I rolled my eyes.,1,0,0,0,0
eng_train_track_b_02175,""" I'm terrified that they're going to kill her, beat her, rape her, all of the above.",0,3,0,2,0
eng_train_track_b_02176,"Instead of feeling a smooth, round surface, my tongue encountered a rough, jagged hollow.",0,1,0,1,0
eng_train_track_b_02177,"She began to cry, heaving sobs.",0,1,0,3,0
